OTU	size	match	species	ID1	ID2	rep/refs	Kingdom	Phylum	Class	Order	Family	Genus	Species	taxonomy	Guild_full	Guild	Trophic_Mode	Confidence Ranking
OTU51	6138	99.2	Cortinarius_armillatus	UDB001329	SH1283664.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_armillatus	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_armillatus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU52	6204	98.6	Trechispora_caucasica	UDB06352510	SH1260030.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_caucasica	Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_caucasica	Wood Saprotroph	Saprotroph	Saprotroph	Highly Probable
OTU53	6049	99.4	GS22_sp	UDB0110520	SH1112302.09FU	reps	Fungi	Mucoromycota	Endogonomycetes	-	-	-	-	Fungi;Mucoromycota;Endogonomycetes;-;-;-;-	-	nd	nd	-
OTU54	5894	98.9	Gautieria_monticola	UDB02613927	SH1011177.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gautieriaceae	Gautieria	Gautieria_monticola	Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gautieriaceae;Gautieria;Gautieria_monticola	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU55	7879	98.4	Tomentellopsis_echinospora	UDB016198	SH1233178.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	Tomentellopsis_echinospora	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentellopsis;Tomentellopsis_echinospora	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU56	10090	99	Suillus_variegatus	UDB015800	SH1212932.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_variegatus	Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus_variegatus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU57	8404	98.5	Amanita_pantherina	UDB0794529	SH1161993.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_pantherina	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_pantherina	Ectomycorrhizal-Undefined Saprotroph	Ectomycorrhizal	Saprotroph-Symbiotroph	Probable
OTU58	5265	99	Amanita_muscaria	UDB015859	SH3521411.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_muscaria	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_muscaria	Ectomycorrhizal-Undefined Saprotroph	Ectomycorrhizal	Saprotroph-Symbiotroph	Probable
OTU59	4893	98.2	Agaricomycetes_sp	UDB04659422	SH1097936.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	-	-	-	-	Fungi;Basidiomycota;Agaricomycetes;-;-;-;-	-	nd	nd	-
OTU6	130523	99.3	Umbelopsis_sp	UDB06944857	SH0911915.09FU	reps	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	-	Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;-	Undefined Saprotroph	Saprotroph	Saprotroph	Probable
OTU60	7417	96.4	Cladophialophora_nyingchiensis	MG012699	SH1165445.09FU	refs	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_nyingchiensis	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_nyingchiensis	Animal Pathogen-Endophyte-Fungal Parasite-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Probable
OTU61	5016	99.2	Atheliales_sp	UDB0793511	SH1123878.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Atheliales	-	-	-	Fungi;Basidiomycota;Agaricomycetes;Atheliales;-;-;-	-	nd	nd	-
OTU62	4323	96.8	Sebacinales_sp	UDB06971845	SH1219035.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinales	-	-	Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinales;-;-	-	nd	nd	-
OTU63	3990	98.1	Cladophialophora_cabanerensis	MN310213	SH1280524.09FU	refs	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_cabanerensis	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_cabanerensis	Animal Pathogen-Endophyte-Fungal Parasite-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Probable
OTU64	3898	98.9	Mucor_silvaticus	JN206124	SH0977771.09FU	refs	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_silvaticus	Fungi;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;Mucor_silvaticus	Undefined Saprotroph	Saprotroph	Saprotroph	Probable
OTU65	3820	98.6	Agaricales_sp	UDB05055898	SH1125847.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	-	-	-	Fungi;Basidiomycota;Agaricomycetes;Agaricales;-;-;-	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	nd	nd	Possible
OTU66	3763	99.3	Mycena_leptocephala	UDB0142151	SH1062686.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_leptocephala	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena_leptocephala	Plant Pathogen-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph	Saprotroph	Pathotroph-Saprotroph	Probable
OTU67	3639	98.5	Piloderma_sp	UDB04661363	SH0920526.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	-	Fungi;Basidiomycota;Agaricomycetes;Atheliales;Pilodermataceae;Piloderma;-	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU68	5106	98.6	Microbotryomycetes_sp	UDB04154405	SH1294888.09FU	reps	Fungi	Basidiomycota	Microbotryomycetes	-	-	-	-	Fungi;Basidiomycota;Microbotryomycetes;-;-;-;-	-	nd	nd	-
OTU69	3580	99.3	Russula_griseostipitata	UDB05891193	SH1077607.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_griseostipitata	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_griseostipitata	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU7	105600	98.1	Penicillium_amaliae	JX091443	SH3844924.09FU	refs	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_amaliae	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_amaliae	Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Highly Probable
OTU70	3420	99.2	Cortinarius_malachius	MT935211	SH1281372.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_malachius	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_malachius	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU71	3882	98.3	Hypocreales_sp	UDB03563422	SH1262789.09FU	reps	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	-	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales;Hypocreales;-	Undefined Saprotroph	nd	nd	Possible
OTU73	3299	97.7	Penicillium_sp	UDB0162238	SH1056194.09FU	reps	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	-	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;-	Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Highly Probable
OTU74	3180	98	Penicillium_novae-zeelandiae	JN617688	SH3839582.09FU	refs	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_novae-zeelandiae	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_novae-zeelandiae	Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Highly Probable
OTU75	3183	98.7	Bifiguratus_adelaidae	HM123225	SH1215212.09FU	refs	Fungi	Mucoromycota	Mucoromycotina	Mucoromycotina	Mucoromycotina	Bifiguratus	Bifiguratus_adelaidae	Fungi;Mucoromycota;Mucoromycotina;Mucoromycotina;Mucoromycotina;Bifiguratus;Bifiguratus_adelaidae	Endophyte-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU76	3234	98.9	Mycena_clavicularis	JF908467	SH1126222.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_clavicularis	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena_clavicularis	Plant Pathogen-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph	Saprotroph	Pathotroph-Saprotroph	Probable
OTU78	3015	99.3	Cortinarius_mucosus	AY669591	SH2019112.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_mucosus	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_mucosus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU79	3166	98.7	Luellia_recondita	JX392812	SH1261408.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Luellia	Luellia_recondita	Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Luellia;Luellia_recondita	Undefined Saprotroph-Wood Saprotroph	Saprotroph	Saprotroph	Probable
OTU8	90004	99.3	Thelephora_terrestris	UDB023537	SH1132005.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_terrestris	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora;Thelephora_terrestris	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU80	3069	98.8	Lactarius_necator	UDB011671	SH1149982.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_necator	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius_necator	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU81	3841	98.4	Cladophialophora_sp	AB986417	SH1286176.09FU	reps	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	-	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;-	Animal Pathogen-Endophyte-Fungal Parasite-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Probable
OTU82	3017	98.8	Trichoderma_sinuosum	KJ174231	SH0961424.09FU	refs	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_sinuosum	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_sinuosum	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Probable
OTU83	6623	96.6	Mortierella_zonata	JX975983	SH1038954.09FU	refs	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_zonata	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_zonata	Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU84	2899	99.4	GS18_ord_Incertae_sedis_sp	UDB02422043	SH1187725.09FU	reps	Fungi	Olpidiomycota	-	-	-	-	-	Fungi;Olpidiomycota;-;-;-;-;-	-	nd	nd	-
OTU87	2746	99.3	Resinicium_bicolor	DQ218310	SH1252020.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Resinicium	Resinicium_bicolor	Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Rickenellaceae;Resinicium;Resinicium_bicolor	Undefined Saprotroph-Wood Saprotroph	Saprotroph	Saprotroph	Probable
OTU89	2677	98.6	Sporidiobolales_sp	UDB0279553	SH1235975.09FU	reps	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	-	-	-	Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;-;-;-	-	nd	nd	-
OTU9	66202	99.4	Lactarius_rufus	MW793963	SH1313779.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_rufus	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius_rufus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU90	3346	98.4	Endogonomycetes_sp	UDB02437697	SH1101438.09FU	reps	Fungi	Mucoromycota	Endogonomycetes	-	-	-	-	Fungi;Mucoromycota;Endogonomycetes;-;-;-;-	-	nd	nd	-
OTU91	2772	99.4	Mortierella_alliacea	JX976019	SH2095953.09FU	refs	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alliacea	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_alliacea	Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU93	2273	99	Pseudotomentella_sp	UDB001617	SH1258108.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	-	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Pseudotomentella;-	Ectomycorrhizal	nd	nd	Possible
OTU94	2152	96.5	Xenasmatella_vaga	MF161185	SH0895820.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Xenasmatella	Xenasmatella_vaga	Fungi;Basidiomycota;Agaricomycetes;Agaricomycetes;Agaricomycetes;Xenasmatella;Xenasmatella_vaga	Undefined Saprotroph-Wood Saprotroph	Saprotroph	Saprotroph	Probable
OTU95	2591	99.4	Paxillus_involutus	EU078734	SH1291522.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus_involutus	Fungi;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Paxillus;Paxillus_involutus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU97	1952	98.7	Mortierella_sp	UDB04861688	SH1306549.09FU	reps	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	-	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;-	Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU98	2653	98.2	Hydnodontaceae_sp	UDB06367529	SH1056385.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	-	-	Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;-;-	-	nd	nd	-
OTU99	2518	96.9	Talaromyces_rugulosus	KF984834	SH4234067.09FU	refs	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	Talaromyces_rugulosus	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Talaromyces;Talaromyces_rugulosus	Animal Parasite-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph	Probable
